ME1   M_phiR   
4681661.397243642   1175530.8545996922
4690293.284059375   1176975.3466075095
4698941.086052151   1178421.6136067298
4707604.83256584   1179869.6577784636
4716284.552998383   1181319.481306496
4724980.276801953   1182771.0863773024
4733692.033483018   1184224.4751800415
4742419.852602448   1185679.6499065629
4751163.763775616   1187136.612751409
4759923.796672499   1188595.3659118188
4768699.981017778   1190055.9115877324
4777492.346590941   1191518.2519817916
4786300.923226381   1192982.3892993464
4795125.740813497   1194448.3257484552
4803966.829296803   1195916.0635398906
4812824.218676027   1197385.6048871435
4821697.939006183   1198856.9520064194
4830588.020397728   1200330.107116652
4839494.493016627   1201805.0724395001
4848417.387084463   1203281.8501993527
4857356.73287854   1204760.4426233317
4866312.560731987   1206240.851941296
4875284.90103386   1207723.0803858442
4884273.784229256   1209207.130192321
4893279.240819376   1210693.0035988113
4902301.301361686   1212180.7028461567
4911339.996469983   1213670.2301779492
4920395.356814511   1215161.587840539
4929467.413122061   1216654.7780830357
4938556.196176077   1218149.8031573137
4947661.736816762   1219646.6653180132
4956784.065941178   1221145.3668225456
4965923.214503358   1222645.9099310967
4975079.2135144025   1224148.296906628
4984252.094042594   1225652.5300148837
4993441.887213503   1227158.6115243924
5002648.6242100615   1228666.543706466
5011872.336272725   1230176.328835212
5021113.054699537   1231687.9691875307
5030370.8108462505   1233201.4670431204
5039645.636126429   1234716.8246844807
5048937.562011555   1236234.044396916
5058246.620031137   1237753.1284685384
5067572.84177282   1239274.0791902721
5076916.258882495   1240796.8988558582
5086276.903064371   1242321.589761851
5095654.806081145   1243848.1542076315
5105049.999754065   1245376.5944954054
5114462.515963049   1246906.9129302062
5123892.386646796   1248439.1118199015
5133339.643802892   1249973.193475193
5142804.319487918   1251509.1602096227
5152286.445817562   1253047.0143395755
5161786.054966723   1254586.7581842823
5171303.179169624   1256128.3940658246
5180837.850719933   1257671.924309138
5190390.101970826   1259217.3512420105
5199959.965335162   1260764.6771950952
5209547.473285553   1262313.9045019078
5219152.658354483   1263865.0354988317
5228775.553134414   1265418.0725251203
5238416.190277907   1266973.0179229018
5248074.602497723   1268529.8740371834
5257750.822566939   1270088.643215852
5267444.883319066   1271649.3278096833
5277156.817648125   1273211.9301723351
5286886.658508813   1274776.4526603627
5296634.438916581   1276342.897633216
5306400.19194775   1277911.2674532442
5316183.950739627   1279481.564485698
5325985.748490616   1281053.7910987362
5335805.618460332   1282627.9496634267
5345643.593969714   1284204.0425537517
5355499.708401132   1285782.0721466092
5365373.995198512   1287362.0408218196
5375266.487867449   1288943.9509621281
5385177.219975284   1290527.804953203
5395106.225151279   1292113.6051836496
5405053.537086691   1293701.3540450057
5415019.189534895   1295291.0539317492
5425003.216311501   1296882.7072412993
5435005.651294466   1298476.3163740213
5445026.528424209   1300071.8837332304
5455065.881703729   1301669.411725195
5465123.745198728   1303268.902759141
5475200.153037684   1304870.3592472514
5485295.139412035   1306473.783604677
5495408.738576248   1308079.178249535
5505540.984847947   1309686.5456029146
5515691.912608028   1311295.8880888792
5525861.556300781   1312907.208134471
5536049.950434   1314520.508169715
5546257.1295791045   1316135.7906276216
5556483.128371256   1317753.057944192
5566727.981509474   1319372.3125584195
5576991.723756768   1320993.5569122967
5587274.389940206   1322616.7934508119
5597576.014951104   1324242.0246219626
5607896.6337451   1325869.2528767528
5618236.281342278   1327498.4806691983
5628594.992827295   1329129.710456331
5638972.803349493   1330762.944698201
5649369.748123023   1332398.1858578818
5659785.86242696   1334035.4364014734
5670221.18160544   1335674.6987981081
5680675.741067729   1337315.9755199472
5691149.576288414   1338959.269042194
5701642.722807478   1340604.5818430928
5712155.216230432   1342251.9164039327
5722687.092228432   1343901.2752090518
5733238.386538407   1345552.6607458408
5743809.134963175   1347206.075504747
5754399.373371567   1348861.521979278
5765009.137698544   1350519.0026660056
5775638.463945328   1352178.5200645693
5786287.388179527   1353840.0766776816
5796955.946535215   1355503.6750111254
5807644.175213124   1357169.3175737679
5818352.110480719   1358837.0068775574
5829079.788672336   1360506.7454375285
5839827.246189302   1362178.5357718074
5850594.519500057   1363852.3804016132
5861381.645140285   1365528.281851264
5872188.659713028   1367206.2426481794
5883015.599888831   1368886.2653228866
5893862.502405816   1370568.3524090173
5904729.404069872   1372252.5064433203
5915616.341754743   1373938.7299656626
5926523.352402157   1375627.0255190295
5937450.473021954   1377317.3956495323
5948397.740692212   1379009.842906411
5959365.192559373   1380704.3698420378
5970352.865838366   1382400.979011922
5981360.7978127375   1384099.6729747117
5992389.025834776   1385800.4542922005
6003437.58732565   1387503.3255293306
6014506.519775489   1389208.2892541918
6025595.860743581   1390915.3480380336
6036705.647858451   1392624.5044552637
6047835.918818005   1394335.7610834544
6058986.711389653   1396049.1205033439
6070158.063410441   1397764.585298842
6081350.012787176   1399482.1580570338
6092562.597496557   1401201.8413681833
6103795.855585314   1402923.6378257393
6115049.825170293   1404647.550026332
6126324.544438652   1406373.5805697874
6137620.051647945   1408101.7320591246
6148936.385126268   1409832.007100562
6160273.583272378   1411564.4083035192
6171631.684555837   1413298.9382806234
6183010.727517132   1415035.599647711
6194410.750767812   1416774.3950238347
6205831.792990614   1418515.3270312627
6217273.892939599   1420258.3982954882
6228737.0894402815   1422003.6114452293
6240221.421389773   1423750.9691124356
6251726.927756862   1425500.4739322858
6263253.647582228   1427252.1285432032
6274801.61997852   1429005.93558685
6286370.884130497   1430761.897708135
6297961.479295171   1432520.0175552173
6309573.44480193   1434280.297779509
6321206.820052679   1436042.7410356821
6332861.644521982   1437807.349981671
6344537.95775715   1439574.127278671
6356235.799378443   1441343.075591153
6367955.209079162   1443114.1975868605
6379696.226625794   1444887.495936815
6391458.891858143   1446662.9733153195
6403243.24468947   1448440.6323999644
6415049.325106628   1450220.475871629
6426877.173170194   1452002.5064144877
6438726.829014609   1453786.7267160134
6450598.3328483105   1455573.1394669807
6462491.724953874   1457361.7473614707
6474407.045688157   1459152.5530968776
6486344.335482388   1460945.5593739036
6498303.634842379   1462740.768896575
6510284.984348614   1464538.1843722407
6522288.424656395   1466337.8085115745
6534313.996495986   1468139.6440285814
6546361.740672748   1469943.6936406025
6558431.698067273   1471749.9600683162
6570523.909635534   1473558.4460357463
6582638.416409025   1475369.1542702634
6594775.259494855   1477182.0875025857
6606934.480075965   1478997.2484667911
6619116.119411212   1480814.6399003163
6631320.218835529   1482634.2645439615
6643546.819760057   1484456.125141895
6655795.963672291   1486280.2244416561
6668067.692136219   1488106.5651941616
6680362.0467924625   1489935.1501537077
6692679.0693584215   1491765.982077976
6705018.801628409   1493599.0637280357
6717381.285473813   1495434.397868351
6729766.562843182   1497271.9872667778
6742174.675762447   1499111.8346945785
6754605.666335012   1500953.9429264192
6767059.576741911   1502798.3147403751
6779536.449241947   1504644.9529179356
6792036.326171843   1506493.8602440073
6804559.249946376   1508345.0395069194
6817105.26305853   1510198.4934984278
6829674.4080796465   1512054.2250137196
6842266.72765952   1513912.236851412
6854882.2645266205   1515772.5318135663
6867521.061488187   1517635.1127056857
6880183.161430383   1519499.9823367193
6892868.607318448   1521367.14351907
6905577.442196835   1523236.599068595
6918309.709189363   1525108.3518046122
6931065.451499361   1526982.4045499037
6943844.712409814   1528858.76013072
6956647.535283512   1530737.4213767855
6969473.963563211   1532618.3911213025
6982324.040771719   1534501.6722009492
6995197.810512135   1536387.267455896
7008095.316467937   1538275.179729801
7021016.602403145   1540165.4118698156
7033961.712162472   1542057.9667265918
7046930.689671467   1543952.8471542827
7059923.578936668   1545850.0560105492
7072940.424045753   1547749.596156564
7085981.269167699   1549651.4704570177
7099046.1585528795   1551555.6817801138
7112135.136533296   1553462.2329975876
7125248.2475226745   1555371.1269847006
7138385.536016632   1557282.3666202475
7151547.04659282   1559195.9547865607
7164732.823911086   1561111.8943695137
7177942.912713615   1563030.1882585273
7191177.35782509   1564950.839346572
7204436.204152838   1566873.8505301727
7217719.496686985   1568799.2247094153
7231027.280500623   1570726.9647879493
7244359.600749906   1572657.0736729878
7257716.502674285   1574589.5542753208
7271098.031596612   1576524.4095093147
7284504.232923301   1578461.6422929158
7297935.152144486   1580401.2555476567
7311390.834834172   1582343.2521986596
7324871.326650396   1584287.6351746414
7338376.6733353725   1586234.407407917
7351906.920715674   1588183.571834408
7365462.114702317   1590135.1313936363
7379042.301291015   1592089.0890287422
7392647.526562272   1594045.447686481
7406277.836681551   1596004.210317229
7419933.277899436   1597965.3798749868
7433613.896551785   1599928.9593173864
7447319.739059889   1601894.951605693
7461050.851930628   1603863.3597048111
7474807.28175663   1605834.1865832887
7488589.075216431   1607807.4352133211
7502396.279074645   1609783.108570758
7516228.940182061   1611761.2096350994
7530087.105475899   1613741.7413895135
7543970.821979904   1615724.706820831
7557880.13680452   1617710.108919554
7571815.097147055   1619697.9506798584
7585775.7502918355   1621688.2350996
7599762.143610369   1623680.9651803179
7613774.3245615065   1625676.1439272398
7627812.340691616   1627673.774349288
7641876.239634684   1629673.8594590765
7655966.069112569   1631676.4022729266
7670081.876935103   1633681.4058108642
7684223.711000267   1635688.8730966272
7698391.619294356   1637698.8071576676
7712585.649892137   1639711.2110251586
7726805.850957021   1641726.0877339975
7741052.270741218   1643743.4403228112
7755324.957585902   1645763.2718339602
7769623.9599213805   1647785.5853135441
7783949.326267253   1649810.3838114047
7798301.105232594   1651837.670381134
7812679.345516053   1653867.4480800696
7827084.09590612   1655899.7199693127
7841515.405281219   1657934.4891137239
7855973.322609896   1659971.7585819296
7870457.896950984   1662011.5314463268
7884969.17745377   1664053.8107830882
7899507.213358159   1666098.5996721666
7914072.05399486   1668145.9011973015
7928663.7487854855   1670195.7184460144
7943282.347242822   1672248.0545096286
7957927.898970926   1674302.9124832626
7972600.453665317   1676360.2954658396
7987300.061113138   1678420.2065600895
8002026.771193326   1680482.648872555
8016780.633876789   1682547.625513597
8031561.699226565   1684615.139597397
8046370.017397997   1686685.1942419647
8061205.638638903   1688757.7925691397
8076068.613289749   1690832.9377046
8090958.991783829   1692910.6327778636
8105876.824647378   1694990.8809222898
8120822.1624998385   1697073.6852750941
8135795.056053964   1699159.048977344
8150795.556116015   1701246.9751739677
8165823.7135859225   1703337.467013758
8180879.579457469   1705430.5276493763
8195963.204818455   1707526.1602373582
8211074.6408508755   1709624.367938118
8226213.93883111   1711725.1539159562
8241381.15013003   1713828.5213390542
8256576.326213271   1715934.4733794937
8271799.518641346   1718043.0132132517
8287050.77906983   1720154.144020208
8302330.1592495395   1722267.86898415
8317637.711026709   1724384.1912927765
8332973.486343164   1726503.1141377045
8348337.537236499   1728624.6407144724
8363729.915840253   1730748.7742225449
8379150.674384088   1732875.5178653186
8394599.865193982   1735004.8748501283
8410077.540692337   1737136.8483882444
8425583.753398264   1739271.4416948883
8441118.555927688   1741408.6579892312
8456682.000993546   1743548.5004943998
8472274.141405962   1745690.9724374807
8487895.030072438   1747836.0770495278
8503544.719998013   1749983.8175655627
